Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
7 2b,,Nitrate 2, 0.0238,mg N/L,0.030615,Thu Jun 15 15:33:46 2023,1,1
11 2b,,Ammonia 2.0, 0.2762,mg N/L,0.218082,Thu Jun 15 12:35:30 2023,1,1
11 2b,,Nitrate 2, 0.0365,mg N/L,0.033773,Thu Jun 15 15:35:50 2023,1,1
6 1b,,Ammonia 2.0, 0.3018,mg N/L,0.230180,Thu Jun 15 12:37:31 2023,1,1
6 1b,,Nitrate 2, 0.0091,mg N/L,0.026970,Thu Jun 15 15:37:52 2023,1,1
6 2a,,Ammonia 2.0, 0.4744,mg N/L,0.311978,Thu Jun 15 12:39:30 2023,1,1
6 2a,,Nitrate 2, 0.0229,mg N/L,0.030385,Thu Jun 15 15:39:54 2023,1,1
7 2a,,Ammonia 2.0, 0.3975,mg N/L,0.275545,Thu Jun 15 12:41:28 2023,1,1
7 2a,,Nitrate 2, 0.0189,mg N/L,0.029396,Thu Jun 15 15:41:56 2023,1,1
26 1a,,Ammonia 2.0, 0.6379,mg N/L,0.389473,Thu Jun 15 12:43:26 2023,1,1
26 1a,,Nitrate 2, 0.0162,mg N/L,0.028727,Thu Jun 15 15:43:58 2023,1,1
1 2b,,Ammonia 2.0, 0.5337,mg N/L,0.340098,Thu Jun 15 12:45:23 2023,1,1
1 2b,,Nitrate 2, 0.0154,mg N/L,0.028533,Thu Jun 15 15:46:00 2023,1,1
26 2b,,Ammonia 2.0, 0.4330,mg N/L,0.292375,Thu Jun 15 12:47:21 2023,1,1
26 2b,,Nitrate 2, 0.0105,mg N/L,0.027321,Thu Jun 15 15:48:01 2023,1,1
4 1a,,Ammonia 2.0, 0.4170,mg N/L,0.284806,Thu Jun 15 12:49:18 2023,1,1
4 1a,,Nitrate 2, 0.0335,mg N/L,0.033026,Thu Jun 15 15:50:03 2023,1,1
C C V,,Ammonia 2.0, 1.0549,mg N/L,0.587127,Thu Jun 15 12:51:16 2023,1,1
C C V,,Nitrate 2, 0.8886,mg N/L,0.245181,Thu Jun 15 15:52:05 2023,1,1
C C B ,,Ammonia 2.0,-0.0278,mg N/L,0.073955,Thu Jun 15 12:53:14 2023,1,1
C C B ,,Nitrate 2,-0.0306,mg N/L,0.017124,Thu Jun 15 15:54:07 2023,1,1
1 1a,,Ammonia 2.0, 0.5680,mg N/L,0.356379,Thu Jun 15 12:55:13 2023,1,1
1 1a,,Nitrate 2, 0.0052,mg N/L,0.026007,Thu Jun 15 15:56:09 2023,1,1
40 2b,,Ammonia 2.0, 0.9918,mg N/L,0.557253,Thu Jun 15 12:57:10 2023,1,1
40 2b,,Nitrate 2, 0.0023,mg N/L,0.025290,Thu Jun 15 15:58:13 2023,1,1
25 2a,,Ammonia 2.0, 0.4017,mg N/L,0.277539,Thu Jun 15 12:59:08 2023,1,1
25 2a,,Nitrate 2, 0.0439,mg N/L,0.035594,Thu Jun 15 16:00:17 2023,1,1
11 1a,,Ammonia 2.0, 0.1916,mg N/L,0.177951,Thu Jun 15 13:01:09 2023,1,1
11 1a,,Nitrate 2, 0.0199,mg N/L,0.029643,Thu Jun 15 16:02:18 2023,1,1
28 1b,,Ammonia 2.0, 0.4666,mg N/L,0.308291,Thu Jun 15 13:03:09 2023,1,1
28 1b,,Nitrate 2, 0.0202,mg N/L,0.029714,Thu Jun 15 16:04:20 2023,1,1
31 2b,,Ammonia 2.0, 0.3788,mg N/L,0.266666,Thu Jun 15 13:05:06 2023,1,1
31 2b,,Nitrate 2, 0.0189,mg N/L,0.029414,Thu Jun 15 16:06:21 2023,1,1
8 2a,,Ammonia 2.0, 0.8610,mg N/L,0.495232,Thu Jun 15 13:07:05 2023,1,1
8 2a,,Nitrate 2, 0.0099,mg N/L,0.027180,Thu Jun 15 16:08:23 2023,1,1
10 1a,,Ammonia 2.0, 0.6592,mg N/L,0.399612,Thu Jun 15 13:09:03 2023,1,1
10 1a,,Nitrate 2, 0.0174,mg N/L,0.029026,Thu Jun 15 16:10:24 2023,1,1
12 2b,,Ammonia 2.0, 1.0295,mg N/L,0.575105,Thu Jun 15 13:11:01 2023,1,1
12 2b,,Nitrate 2, 0.0279,mg N/L,0.031624,Thu Jun 15 16:12:26 2023,1,1
7 1b,,Ammonia 2.0, 0.3719,mg N/L,0.263417,Thu Jun 15 13:12:59 2023,1,1
7 1b,,Nitrate 2, 0.0153,mg N/L,0.028498,Thu Jun 15 16:14:27 2023,1,1
C C V,,Ammonia 2.0, 1.0362,mg N/L,0.578281,Thu Jun 15 13:14:57 2023,1,1
C C V,,Nitrate 2, 0.9027,mg N/L,0.248673,Thu Jun 15 16:16:28 2023,1,1
C C B ,,Ammonia 2.0,-0.0285,mg N/L,0.073655,Thu Jun 15 13:16:56 2023,1,1
C C B ,,Nitrate 2,-0.0296,mg N/L,0.017381,Thu Jun 15 16:18:30 2023,1,1
4 1b,,Ammonia 2.0, 0.3368,mg N/L,0.246776,Thu Jun 15 13:18:55 2023,1,1
4 1b,,Nitrate 2, 0.0170,mg N/L,0.028921,Thu Jun 15 16:20:32 2023,1,1
26 2a,,Ammonia 2.0, 0.5823,mg N/L,0.363136,Thu Jun 15 13:20:54 2023,1,1
26 2a,,Nitrate 2, 0.0175,mg N/L,0.029061,Thu Jun 15 16:22:37 2023,1,1
29 1a,,Ammonia 2.0, 0.4736,mg N/L,0.311604,Thu Jun 15 13:22:53 2023,1,1
29 1a,,Nitrate 2, 0.0268,mg N/L,0.031358,Thu Jun 15 16:24:40 2023,1,1
30 2a,,Ammonia 2.0, 0.4811,mg N/L,0.315193,Thu Jun 15 13:24:53 2023,1,1
30 2a,,Nitrate 2, 0.0180,mg N/L,0.029167,Thu Jun 15 16:26:42 2023,1,1
57 2a,,Ammonia 2.0, 0.5846,mg N/L,0.364214,Thu Jun 15 13:26:53 2023,1,1
57 2a,,Nitrate 2, 0.0269,mg N/L,0.031376,Thu Jun 15 16:28:44 2023,1,1
60 1b,,Ammonia 2.0, 0.5140,mg N/L,0.330767,Thu Jun 15 13:28:51 2023,1,1
60 1b,,Nitrate 2, 0.0152,mg N/L,0.028480,Thu Jun 15 16:30:45 2023,1,1
60 2a,,Ammonia 2.0, 0.4688,mg N/L,0.309344,Thu Jun 15 13:30:50 2023,1,1
60 2a,,Nitrate 2, 0.0279,mg N/L,0.031641,Thu Jun 15 16:32:47 2023,1,1
8 1a,,Ammonia 2.0, 0.5544,mg N/L,0.349907,Thu Jun 15 13:32:49 2023,1,1
8 1a,,Nitrate 2, 0.0279,mg N/L,0.031624,Thu Jun 15 16:34:49 2023,1,1
30 2b,,Ammonia 2.0, 0.4701,mg N/L,0.309965,Thu Jun 15 13:34:47 2023,1,1
30 2b,,Nitrate 2, 0.0272,mg N/L,0.031464,Thu Jun 15 16:36:50 2023,1,1
31 1b,,Ammonia 2.0, 0.2337,mg N/L,0.197913,Thu Jun 15 13:36:46 2023,1,1
31 1b,,Nitrate 2, 0.0087,mg N/L,0.026882,Thu Jun 15 16:38:54 2023,1,1
C C V,,Ammonia 2.0, 1.0092,mg N/L,0.565490,Thu Jun 15 13:38:45 2023,1,1
C C V,,Nitrate 2, 0.9330,mg N/L,0.256186,Thu Jun 15 16:40:58 2023,1,1
C C B ,,Ammonia 2.0,-0.0330,mg N/L,0.071485,Thu Jun 15 13:40:46 2023,1,1
C C B ,,Nitrate 2,-0.0387,mg N/L,0.015106,Thu Jun 15 16:41:53 2023,1,1
1 1a,,Ammonia 2.0, 0.5942,mg N/L,0.368765,Thu Jun 15 13:42:46 2023,1,1
1 1a,,Nitrate 2, 0.0185,mg N/L,0.029308,Thu Jun 15 16:42:49 2023,1,1
57 2b,,Ammonia 2.0, 0.6313,mg N/L,0.386376,Thu Jun 15 13:44:25 2023,1,1
57 2b,,Nitrate 2, 0.0354,mg N/L,0.033488,Thu Jun 15 16:43:43 2023,1,1
25 1b,,Ammonia 2.0, 0.5299,mg N/L,0.338326,Thu Jun 15 13:46:03 2023,1,1
25 1b,,Nitrate 2, 0.0214,mg N/L,0.030031,Thu Jun 15 16:44:38 2023,1,1
59 2a,,Ammonia 2.0, 0.4782,mg N/L,0.313812,Thu Jun 15 13:47:42 2023,1,1
59 2a,,Nitrate 2, 0.0070,mg N/L,0.026462,Thu Jun 15 16:45:32 2023,1,1
7 1a,,Ammonia 2.0, 0.3292,mg N/L,0.243157,Thu Jun 15 13:49:21 2023,1,1
7 1a,,Nitrate 2, 0.0102,mg N/L,0.027251,Thu Jun 15 16:46:27 2023,1,1
11 1b,,Ammonia 2.0, 0.1891,mg N/L,0.176761,Thu Jun 15 13:50:59 2023,1,1
11 1b,,Nitrate 2, 0.0051,mg N/L,0.025989,Thu Jun 15 16:47:21 2023,1,1
C C V,,Ammonia 2.0, 1.0364,mg N/L,0.578358,Thu Jun 15 13:52:38 2023,1,1
C C V,,Nitrate 2, 0.8960,mg N/L,0.247011,Thu Jun 15 16:48:16 2023,1,1
C C B ,,Ammonia 2.0,-0.0333,mg N/L,0.071378,Thu Jun 15 13:54:17 2023,1,1
C C B ,,Nitrate 2,-0.0420,mg N/L,0.014305,Thu Jun 15 16:49:11 2023,1,1
