Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
6 2b,,Nitrate 2, 0.0140,mg N/L,0.026221,Fri Jun 16 14:29:09 2023,1,1
60 1a,,Ammonia 2.0, 0.4608,mg N/L,0.333968,Fri Jun 16 12:49:59 2023,1,1
60 1a,,Nitrate 2, 0.0191,mg N/L,0.027555,Fri Jun 16 14:31:11 2023,1,1
11 2a,,Ammonia 2.0, 0.2335,mg N/L,0.216830,Fri Jun 16 12:51:57 2023,1,1
11 2a,,Nitrate 2, 0.0214,mg N/L,0.028153,Fri Jun 16 14:33:14 2023,1,1
34 2a,,Ammonia 2.0, 0.9206,mg N/L,0.570843,Fri Jun 16 12:53:55 2023,1,1
34 2a,,Nitrate 2, 0.0193,mg N/L,0.027608,Fri Jun 16 14:35:16 2023,1,1
C C V,,Ammonia 2.0, 0.9742,mg N/L,0.598479,Fri Jun 16 12:55:53 2023,1,1
C C V,,Nitrate 2, 0.8995,mg N/L,0.256691,Fri Jun 16 14:37:18 2023,1,1
C C B ,,Ammonia 2.0,-0.0298,mg N/L,0.081170,Fri Jun 16 12:57:51 2023,1,1
C C B ,,Nitrate 2,-0.0207,mg N/L,0.017183,Fri Jun 16 14:39:21 2023,1,1
37 2a,,Ammonia 2.0, 0.4558,mg N/L,0.331403,Fri Jun 16 12:59:49 2023,1,1
37 2a,,Nitrate 2, 0.0270,mg N/L,0.029599,Fri Jun 16 14:41:26 2023,1,1
8 1b,,Ammonia 2.0, 0.5626,mg N/L,0.386397,Fri Jun 16 13:01:47 2023,1,1
8 1b,,Nitrate 2, 0.0157,mg N/L,0.026677,Fri Jun 16 14:43:29 2023,1,1
4 2b,,Ammonia 2.0, 0.2285,mg N/L,0.214258,Fri Jun 16 13:03:47 2023,1,1
4 2b,,Nitrate 2, 0.0205,mg N/L,0.027924,Fri Jun 16 14:44:24 2023,1,1
40 1a,,Ammonia 2.0, 0.7438,mg N/L,0.479786,Fri Jun 16 13:05:47 2023,1,1
40 1a,,Nitrate 2, 0.0006,mg N/L,0.022746,Fri Jun 16 14:45:18 2023,1,1
40 2a,,Ammonia 2.0, 0.9534,mg N/L,0.587752,Fri Jun 16 13:07:26 2023,1,1
40 2a,,Nitrate 2, 0.0130,mg N/L,0.025975,Fri Jun 16 14:46:13 2023,1,1
60 2b,,Ammonia 2.0, 0.5416,mg N/L,0.375613,Fri Jun 16 13:09:04 2023,1,1
60 2b,,Nitrate 2, 0.0355,mg N/L,0.031813,Fri Jun 16 14:47:08 2023,1,1
56 1a,,Ammonia 2.0, 1.0785,mg N/L,0.652204,Fri Jun 16 13:11:45 2023,1,1
56 1a,,Nitrate 2, 0.0200,mg N/L,0.027783,Fri Jun 16 14:48:02 2023,1,1
6 1a,,Ammonia 2.0, 0.3572,mg N/L,0.280588,Fri Jun 16 13:15:35 2023,1,1
6 1a,,Nitrate 2, 0.0218,mg N/L,0.028259,Fri Jun 16 14:48:57 2023,1,1
3 2b,,Ammonia 2.0, 0.4546,mg N/L,0.330754,Fri Jun 16 13:19:27 2023,1,1
3 2b,,Nitrate 2, 0.0314,mg N/L,0.030767,Fri Jun 16 14:49:51 2023,1,1
C C V,,Ammonia 2.0, 0.9513,mg N/L,0.586697,Fri Jun 16 13:23:19 2023,1,1
C C V,,Nitrate 2, 0.9059,mg N/L,0.258363,Fri Jun 16 14:50:46 2023,1,1
C C B ,,Ammonia 2.0,-0.0123,mg N/L,0.090189,Fri Jun 16 13:27:08 2023,1,1
C C B ,,Nitrate 2,-0.0271,mg N/L,0.015521,Fri Jun 16 14:51:41 2023,1,1
