Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
39 1a,,bray-p 1,0.1486,mgP/L,0.050168,Wed Jun 07 14:33:29 2023,1,1
26 1b,,bray-p 1,0.1206,mgP/L,0.04219,Wed Jun 07 14:34:47 2023,1,1
57 1a,,bray-p 1,0.224,mgP/L,0.071657,Wed Jun 07 14:36:05 2023,1,1
C C V,,bray-p 1,0.5834,mgP/L,0.031597,Wed Jun 07 14:37:23 2023,1,1
C C B ,,bray-p 1,-0.0097,mgP/L,0.035465,Wed Jun 07 14:38:40 2023,1,1
7 1a,,bray-p 1,0.1032,mgP/L,0.037248,Wed Jun 07 14:39:58 2023,1,1
38 1a,,bray-p 1,0.2235,mgP/L,0.071514,Wed Jun 07 14:41:16 2023,1,1
28 1b,,bray-p 1,0.0827,mgP/L,0.031394,Wed Jun 07 14:42:34 2023,1,1
34 1b,,bray-p 1,0.0973,mgP/L,0.035562,Wed Jun 07 14:43:51 2023,1,1
45 1b,,bray-p 1,0.268,mgP/L,0.084212,Wed Jun 07 14:45:09 2023,1,1
30 2a,,bray-p 1,0.1111,mgP/L,0.039497,Wed Jun 07 14:46:26 2023,1,1
49 1a,,bray-p 1,0.1483,mgP/L,0.050086,Wed Jun 07 14:47:43 2023,1,1
59 2b,,bray-p 1,0.0818,mgP/L,0.031142,Wed Jun 07 14:49:00 2023,1,1
38 1b,,bray-p 1,0.2526,mgP/L,0.079824,Wed Jun 07 14:50:17 2023,1,1
37 2b,,bray-p 1,0.0835,mgP/L,0.031617,Wed Jun 07 14:51:34 2023,1,1
C C V,,bray-p 1,0.5808,mgP/L,0.030865,Wed Jun 07 14:52:50 2023,1,1
C C B ,,bray-p 1,-0.0065,mgP/L,0.035326,Wed Jun 07 14:54:08 2023,1,1
29 2a,,bray-p 1,0.0493,mgP/L,0.021889,Wed Jun 07 14:55:25 2023,1,1
37 1a,,bray-p 1,0.1353,mgP/L,0.04639,Wed Jun 07 14:56:42 2023,1,1
10 2b,,bray-p 1,0.1788,mgP/L,0.058781,Wed Jun 07 14:57:59 2023,1,1
9 2b,,bray-p 1,0.1194,mgP/L,0.04186,Wed Jun 07 14:59:15 2023,1,1
5 1b,,bray-p 1,0.1323,mgP/L,0.045538,Wed Jun 07 15:00:32 2023,1,1
34 1a,,bray-p 1,0.0946,mgP/L,0.034794,Wed Jun 07 15:01:48 2023,1,1
9 1a,,bray-p 1,0.0855,mgP/L,0.032193,Wed Jun 07 15:03:05 2023,1,1
29 2b,,bray-p 1,0.0657,mgP/L,0.026569,Wed Jun 07 15:04:22 2023,1,1
3 1b,,bray-p 1,0.1664,mgP/L,0.055257,Wed Jun 07 15:05:39 2023,1,1
39 2a,,bray-p 1,0.1437,mgP/L,0.048786,Wed Jun 07 15:06:56 2023,1,1
C C V,,bray-p 1,0.5844,mgP/L,0.031888,Wed Jun 07 15:08:13 2023,1,1
C C B ,,bray-p 1,-0.0028,mgP/L,0.037122,Wed Jun 07 15:09:34 2023,1,1
58 1a,,bray-p 1,0.2297,mgP/L,0.073287,Wed Jun 07 15:10:53 2023,1,1
8 1a,,bray-p 1,0.1456,mgP/L,0.049314,Wed Jun 07 15:12:10 2023,1,1
27 2b,,bray-p 1,0.1758,mgP/L,0.057937,Wed Jun 07 15:13:28 2023,1,1
60 2b,,bray-p 1,0.0566,mgP/L,0.023957,Wed Jun 07 15:14:45 2023,1,1
27 1b,,bray-p 1,0.1905,mgP/L,0.062134,Wed Jun 07 15:16:02 2023,1,1
27 2a,,bray-p 1,0.1701,mgP/L,0.056298,Wed Jun 07 15:17:19 2023,1,1
26 1a,,bray-p 1,0.1278,mgP/L,0.044259,Wed Jun 07 15:18:36 2023,1,1
8 1b,,bray-p 1,0.0957,mgP/L,0.035104,Wed Jun 07 15:19:53 2023,1,1
5 2b,,bray-p 1,0.1401,mgP/L,0.04776,Wed Jun 07 15:21:10 2023,1,1
49 2b,,bray-p 1,0.1462,mgP/L,0.049488,Wed Jun 07 15:22:28 2023,1,1
C C V,,bray-p 1,0.5592,mgP/L,0.167176,Wed Jun 07 15:23:45 2023,1,1
C C B ,,bray-p 1,-0.0006,mgP/L,0.007664,Wed Jun 07 15:25:06 2023,1,1
30 1b,,bray-p 1,0.0948,mgP/L,0.034848,Wed Jun 07 15:26:26 2023,1,1
40 2a,,bray-p 1,0.1788,mgP/L,0.058788,Wed Jun 07 15:27:44 2023,1,1
37 1b,,bray-p 1,0.1518,mgP/L,0.051087,Wed Jun 07 15:29:01 2023,1,1
40 1b,,bray-p 1,0.1744,mgP/L,0.057543,Wed Jun 07 15:30:22 2023,1,1
45 1a,,bray-p 1,0.2728,mgP/L,0.085563,Wed Jun 07 15:31:41 2023,1,1
57 1b,,bray-p 1,0.2091,mgP/L,0.06741,Wed Jun 07 15:32:38 2023,1,1
10 1a,,bray-p 1,0.2226,mgP/L,0.071271,Wed Jun 07 15:33:39 2023,1,1
12 2a,,bray-p 1,0.1189,mgP/L,0.041721,Wed Jun 07 15:34:32 2023,1,1
3 1a,,bray-p 1,0.1719,mgP/L,0.056812,Wed Jun 07 15:35:26 2023,1,1
30 1a,,bray-p 1,0.1198,mgP/L,0.041984,Wed Jun 07 15:36:19 2023,1,1
C C V,,bray-p 1,0.5579,mgP/L,0.166824,Wed Jun 07 15:37:12 2023,1,1
C C B ,,bray-p 1,-0.0014,mgP/L,0.007451,Wed Jun 07 15:38:06 2023,1,1
31 2a,,bray-p 1,0.2508,mgP/L,0.079309,Wed Jun 07 15:39:00 2023,1,1
5 2a,,bray-p 1,0.1367,mgP/L,0.046802,Wed Jun 07 15:39:53 2023,1,1
C C V,,bray-p 1,0.5526,mgP/L,0.165312,Wed Jun 07 15:40:46 2023,1,1
C C B ,,bray-p 1,-0.0006,mgP/L,0.007676,Wed Jun 07 15:41:40 2023,1,1
